text,index,section,completion
Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,304,tweet,1
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful,305,tweet,1
i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,306,tweet,1
"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore #anxiety #nojobsinbiology",307,tweet,1
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject #worry #anxiety #anxious,308,tweet,1
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",309,tweet,1
"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll",310,tweet,1
#panic Panic attack from fear of starting new medication,311,tweet,1
"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths",312,tweet,1
Why are all of these people leaving Blizzard??? D: It's giving me a frighten!,313,tweet,1
@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC,314,tweet,1
@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,315,tweet,1
Loving @challengesophie @TEDx talk #challenge #fear #map #inspiration #stayunstoppable,316,tweet,1
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,317,tweet,1
I'm afraid she's the goat you libeling people? #afraid #goat #libeling,318,tweet,1
@ykrahs666 @HaiderAlAbadi @HassanRouhani %95 of Iraqi political was fighting with Iran against Iraq in 80s %99 of terror in Iraq is Iranian,319,tweet,1
Need good vibes for my doctors appointment tomorrow! #nervous,320,tweet,1
@SeanLTheWriter Agree 100%... B. Marshall another concern... would much rather he rested this game...,321,tweet,1
I have a fear of failure but no urge to be productive,322,tweet,1
"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? That's what I'm fearful of.",323,tweet,1
"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. #shudder",324,tweet,1
"@Gen_Ironicus Musicians have a superstitious dread of crossing highway 69, true story",325,tweet,1
Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. #nightmare,326,tweet,1
10 page script due Friday for class. Who said I could do this MFA thing? #panic #GradSchoolProblems #someonetelltinafeytohireme,327,tweet,1
Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre,328,tweet,1
"there is no shame in fear, what matters is how we face it.",329,tweet,1
Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards,330,tweet,1
First College Math Test tomorrow #nervous,331,tweet,1
"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",332,tweet,1
"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses",333,tweet,1
I don't want speak front to him #afraid #intimidate #nopanicattack,334,tweet,1
Drop every fear...,335,tweet,1
Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,336,tweet,1
a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,337,tweet,1
@SeanUnfiltered Texans are scared of this bunch! #intimidated,338,tweet,1
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,339,tweet,1
@Twitch how do I stop that horror movie themed commercial? Suddenly hearing screams is really not making me want to watch twitch. ,340,tweet,1
@wowairsupport it world be great if the live support was actually helpful #nightmare,341,tweet,1
@torreBe Te gusta American horror story y The walking dead?,342,tweet,1
@SusannahSpot I could pop round #nightmare,343,tweet,1
While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty,344,tweet,1
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout,345,tweet,1
It's dark,346,tweet,1
@Netflix_ME penny dreadful season 3?,347,tweet,1
#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,348,tweet,1
@skyfootball manchester united...still untrusted iam afraid i might loose my bet,349,tweet,1
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,350,tweet,1
The terror threat level really need to be raised,351,tweet,1
Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm,352,tweet,1
@WunderlistHelp are you guys still down? When can we go up? #panic,353,tweet,1
How I Murdered Your Mother #SpookyTv #horror,354,tweet,1
#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,355,tweet,1
"@schokokitsune As much as I always eat....so no. -w- \n\nBut I shake all the time, so eeeeh. Maybe I should go see a doctor 'cause of it .w.",356,tweet,1
a #monster is only a #monster if you view him through #fear,357,tweet,1
there are magpies gathering around me help I'm going to be swooped ! ,358,tweet,1
@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one,359,tweet,1
I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky,360,tweet,1
@lhbrown1990 @Jimcummingsacme I'm afraid to look!,361,tweet,1
"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",362,tweet,1
@Wild_Lucario_ *chuckles* did I scare you?,363,tweet,1
I'm so nervous 😭,364,tweet,1
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,365,tweet,1
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,366,tweet,1
"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",367,tweet,1
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,368,tweet,1
procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,369,tweet,1
"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”",370,tweet,1
I get so nervous even thinking about talking to ****** I wanna die,371,tweet,1
"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",372,tweet,1
"@LaneWoolery @FFKazman experience all plays a role in that, it's education and preparedness not fear",373,tweet,1
Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,374,tweet,1
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,375,tweet,1
Danish pastries...oh know my nightmare! Old boots is a good description #GBBO,376,tweet,1
me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley,377,tweet,1
"Have any of you ever stayed in hostels overseas? My only frame of reference is the movie Hostel, and we all know how that went.",378,tweet,1
The 2008 crisis was just the tremor In advance of the earthquake',379,tweet,1
"Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surely━\n@ardentflier",380,tweet,1
That grudge you're holding keeps making an appearance because #God wants you to deal with it.,381,tweet,1
Be #afraid of the #quiet ones they are the ones who actually #think.,382,tweet,1
Job interview in the afternoon #nervous #ek,383,tweet,1
"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films!  #horror",384,tweet,1
When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing,385,tweet,1
"@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.",386,tweet,1
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. ,387,tweet,1
@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,388,tweet,1
Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge ,389,tweet,1
never afraid to start over,390,tweet,1
@Masonicmoron i always hesitate to update.  At least it's no the horrors iPhone users endure every few months 😅😅,391,tweet,1
Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,392,tweet,1
So not pumped for this interview #nervous,393,tweet,1
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,394,tweet,1
Job interview in the afternoon  #ek,395,tweet,1
Just want Saturday to be over but then again I want to do good #LSAT #nervous,396,tweet,1
"@JeffersonLake speaking of ex cobblers, saw Ricky Holmes at Charlton last week.. tracking back &amp; defending... I dread seeing Gorre on ball..",397,tweet,1
Not sure if thats an accomplishment or something to worry about,398,tweet,1
@DsWorld18 did you hear it? Cause I am getting messages about the ground shaking,399,tweet,1
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. ,400,tweet,1
Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! #nervous,401,tweet,1
PM #SheikhHasina in @UN speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.,402,tweet,1
When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,403,tweet,1
Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting,404,tweet,1
#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger,405,tweet,1
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,406,tweet,1
"@ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",407,tweet,1
.@morningmika &amp; her @HillaryClinton Super PAC @Morning_Joe @MSNBC in full #panic mode over @realDonaldTrump #momentum!\n\n#TrumpPence16 #MAGA,408,tweet,1
Let the #MrRobot binge begin. #nerdshow #compelling #dark,409,tweet,1
"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",410,tweet,1
"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. ",411,tweet,1
"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay #nervous",412,tweet,1
